firstname	gender	cnt
Jouri	f	31
Journey	f	12
Joury	f	55
Jovana	f	31
Joy	f	187
Joya	f	24
Joyce	f	334
Juana	f	29
Juanita	f	64
Jude	f	49
Judeline	f	12
Judi	f	17
Judie	f	11
Judith	f	1537
Judy	f	495
Judy Ann	f	41
Judy-Ann	f	22
Julia	f	4292
Julia Maria	f	12
Juliana	f	594
Juliane	f	510
Juliann	f	24
Julianna	f	301
Julianne	f	1945
Julia Rose	f	14
Julia-Rose	f	60
Julie	f	15822
Julie Ann	f	85
Julie-Ann	f	72
Julie Anna	f	15
Julie Anne	f	294
Julie-Anne	f	176
Julie Eve	f	19
Julie Kim	f	11
Julie Marie	f	12
Julie Maude	f	21
Julie-Maude	f	18
Julien	f	30
Julienne	f	39
Julie Pier	f	66
Julie-Pier	f	151
Julie-Rose	f	23
Juliet	f	117
Julieta	f	64
Julietta	f	15
Juliette	f	7048
Juline	f	13
Julissa	f	37
July	f	37
Julya	f	47
Julyane	f	27
July-Ann	f	22
Julyann	f	30
Julyanne	f	37
Jumana	f	21
June	f	122
Junie	f	23
Juniper	f	17
Juno	f	24
Justice	f	23
Justin	f	20
Justina	f	49
Justine	f	6222
Justyna	f	13
Justyne	f	28
Jyoti	f	12
Kacey	f	35
Kacy	f	28
Kadiatou	f	79
Kadidia	f	15
Kadidiatou	f	15
Kadidja	f	18
Kadija	f	23
Kady	f	13
Kaela	f	77
Kaeli	f	11
Kaelie	f	58
Kaella	f	42
Kaelle	f	31
Kaely	f	42
Kaelyn	f	22
Kaena	f	28
Kahina	f	56
Kaia	f	66
Kaila	f	284
Kailee	f	24
Kailey	f	63
Kaili	f	14
Kaily	f	48
Kailyn	f	22
Kaina	f	59
Kainat	f	13
Kaira	f	26
Kaisha	f	14
Kaissy	f	30
Kaitlin	f	137
Kaitlyn	f	327
Kaitlynn	f	19
Kaiya	f	20
Kaleigh	f	14
Kaley	f	24
Kali	f	97
Kalia	f	50
Kaliana	f	16
Kaliane	f	23
Kalianne	f	18
Kalie	f	55
Kalila	f	11
Kalina	f	91
Kalista	f	17
Kaliyah	f	15
Kalli	f	11
Kallie	f	29
Kalliopi	f	11
Kally	f	25
Kaly	f	23
Kalya	f	36
Kalyana	f	15
Kalyane	f	24
Kalyann	f	15
Kalyanne	f	14
Kalyna	f	47
Kamar	f	24
Kamelia	f	138
Kamelie	f	47
Kamely	f	15
Kamelya	f	65
Kami	f	20
Kamie	f	14
Kamila	f	152
Kamilah	f	25
Kamilia	f	93
Kamilla	f	25
Kamille	f	307
Kamilya	f	29
Kamryn	f	15
Kamy	f	23
Kamyla	f	16
Kamylia	f	34
Kamylle	f	81
Kanika	f	17
Kaoutar	f	39
Kaouthar	f	15
Kaouther	f	15
Kara	f	157
Karah	f	12
Kareem	f	15
Kareen	f	54
Kareena	f	17
Karel	f	234
Karele	f	30
Karell	f	76
Karelle	f	360
Karen	f	1256
Karene	f	72
Karenne	f	21
Kari	f	17
Kariane	f	323
Kariann	f	15
Karianne	f	592
Karie	f	11
Karim	f	21
Karima	f	81
Karin	f	93
Karina	f	1116
Karine	f	12316
Karinne	f	51
Karishma	f	18
Karissa	f	53
Karl	f	11
Karla	f	175
Karlane	f	20
Karlee	f	15
Karlene	f	11
Karlie	f	39
Karly	f	45
Karma	f	27
Karmen	f	16
Karo	f	13
Karol	f	19
Karolan	f	79
Karolane	f	857
Karol Ann	f	145
Karol-Ann	f	69
Karolann	f	221
Karol Anne	f	30
Karol-Anne	f	20
Karolanne	f	289
Karole Ann	f	12
Karole Anne	f	17
Karole-Anne	f	11
Karolina	f	78
Karoline	f	150
Karoll Ann	f	16
Karolyn	f	42
Karolyne	f	111
Karthika	f	12
Kary	f	11
Karyan	f	18
Karyane	f	73
Kary Ann	f	23
Kary-Ann	f	24
Karyann	f	48
Karyanne	f	62
Karyn	f	93
Karyna	f	63
Karyne	f	425
Karyssa	f	15
Kasandra	f	433
Kasey	f	75
Kasia	f	12
Kassandra	f	1736
Kassandre	f	108
Kassendra	f	22
Kassey	f	13
Kassia	f	48
Kassidy	f	56
Kassie	f	27
Kassy	f	117
Kassya	f	18
Kataleya	f	55
Katalina	f	34
Katalyna	f	14
Katarina	f	173
Katarzyna	f	50
Kate	f	1122
Katelin	f	17
Katelyn	f	203
Katelyne	f	17
Kate-Lynn	f	11
Katelynn	f	37
Kateri	f	88
Katerie	f	28
Katerina	f	226
Katerine	f	333
Kateryna	f	59
Kateryne	f	23
Katharina	f	49
Katharine	f	45
Katheleen	f	12
Katheline	f	11
Katherin	f	11
Katherina	f	66
Katherine	f	3241
Katheryn	f	27
Katheryne	f	108
Kathia	f	191
Kathiana	f	17
Kathie	f	107
Kathleen	f	1681
Kathlyn	f	18
Kathlyne	f	15
Kathrin	f	11
Kathrina	f	20
Kathrine	f	111
Kathryn	f	328
Kathryna	f	13
Kathryne	f	60
Kathy	f	1416
Kathya	f	100
Kati	f	15
Katia	f	986
Katiana	f	72
Katiane	f	14
Katie	f	424
Katina	f	23
Katleen	f	103
Katlyn	f	21
Katrin	f	22
Katrina	f	621
Katrine	f	468
Katry	f	14
Katryn	f	49
Katryna	f	42
Katryne	f	95
Katty	f	62
Katy	f	951
Katya	f	172
Katyana	f	19
Kavita	f	16
Kawtar	f	115
Kawthar	f	56
Kawther	f	12
Kay	f	13
Kaya	f	88
Kaycee	f	25
Kaycie	f	12
Kaydence	f	23
Kayla	f	2685
Kayla Ann	f	15
Kaylah	f	32
Kayla Marie	f	22
Kaylan	f	16
Kaylann	f	12
Kayle	f	11
Kaylee	f	380
Kaylee-Ann	f	18
Kayleen	f	17
Kayleigh	f	98
Kaylen	f	13
Kayley	f	37
Kayli	f	15
Kaylia	f	73
Kayliah	f	15
Kayliane	f	33
Kaylianne	f	15
Kaylie	f	179
Kaylin	f	27
Kaylla	f	16
Kaylyn	f	14
Kaylynn	f	13
Kayna	f	29
Kayra	f	23
Kaysha	f	24
Kaysie	f	13
Kayssie	f	14
Ke	f	14
Keana	f	39
Keanna	f	24
Keara	f	15
Keely	f	15
Keena	f	29
Keera	f	11
Keerthana	f	11
Keesha	f	28
Keila	f	74
Keily	f	11
Keira	f	256
Keisha	f	122
Keith	f	12
Kelia	f	112
Keliane	f	188
Kelianne	f	67
Kelina	f	16
Kella	f	11
Kelley	f	26
Kelli	f	19
Kelliane	f	45
Kellianne	f	25
Kellie	f	114
Kelly	f	2485
Kellya	f	67
Kellyan	f	33
Kellyane	f	204
Kelly-Ange	f	11
Kelly Ann	f	344
Kelly-Ann	f	1408
Kellyann	f	331
Kelly Anne	f	106
Kelly-Anne	f	433
Kellyanne	f	230
Kelly Marie	f	13
Kellyna	f	17
Kelly-Rose	f	35
Kelsea	f	26
Kelsey	f	306
Kelsie	f	37
Kelsy	f	36
Kelya	f	98
Kelyan	f	12
Kelyane	f	189
Kelyann	f	43
Kelyanne	f	51
Kelyna	f	18
Kenda	f	17
Kendall	f	30
Kendra	f	145
Kenia	f	34
Kenisha	f	13
Kenna	f	13
Kennedy	f	55
Kenny	f	12
Kenya	f	64
Kenza	f	613
Kenzie	f	62
Kenzy	f	38
Keona	f	11
Kerby	f	12
Keren	f	101
Kerene	f	11
Keri	f	15
Kerline	f	14
Kerri	f	20
Kerry	f	33
Kerry Ann	f	19
Kerry-Ann	f	14
Kesha	f	18
Keshia	f	36
Kesia	f	25
Kessy	f	79
Kethia	f	15
Ketia	f	18
Ketsia	f	101
Ketty	f	11
Ketura	f	13
Keven	f	14
Kevin	f	61
Kexin	f	12
Keya	f	11
Keyanna	f	18
Keyla	f	158
Keylia	f	15
Keyra	f	17
Keysha	f	43
Kezia	f	42
Keziah	f	39
Khadeeja	f	13
Khadidiatou	f	21
Khadidja	f	86
Khadija	f	410
Khadijah	f	33
Khady	f	29
Khaleesi	f	13
Khaoula	f	40
Khawla	f	38
Kheira	f	34
Khloe	f	194
Kholoud	f	16
Khouloud	f	20
Khushi	f	19
Kia	f	11
Kiana	f	341
Kianna	f	54
Kiara	f	477
Kiarah	f	15
Kiarra	f	12
Kiera	f	87
Kierra	f	24
Kiersten	f	18
Kiev	f	12
Kieve	f	27
Kiley	f	14
Kiliane	f	23
Kim	f	5812
Kim Anh	f	13
Kimberlay	f	17
Kimberlee	f	25
Kimberley	f	461
Kimberley Ann	f	12
Kimberlie	f	21
Kimberly	f	1397
Kimberly Ann	f	27
Kimberly Anne	f	11
Kime	f	25
Kimia	f	67
Kimily	f	20
Kimly	f	12
Kimmy	f	33
Kimora	f	19
Kimy	f	15
Kimya	f	13
Kina	f	50
Kinda	f	43
Kinga	f	12
Kinsley	f	24
Kinza	f	22
Kiona	f	12
Kira	f	267
Kiran	f	31
Kirsten	f	84
Kirstin	f	12
Kisha	f	15
Kitana	f	22
Kitty	f	36
Kiyana	f	21
Klara	f	193
Klaudia	f	40
Klea	f	14
Kloe	f	413
Kloee	f	23
Kloey	f	33
Komal	f	22
Konstantina	f	51
Kora	f	15
Kora-Lee	f	43
Koralee	f	22
Koralie	f	674
Korally	f	18
Koraly	f	409
Koralye	f	17
Kori	f	11
Korina	f	26
Korine	f	36
Korinne	f	16
Koryne	f	20
Kourtney	f	14
Krisha	f	23
Krishna	f	20
Krissy	f	23
Krista	f	143
Kristal	f	32
Kristel	f	241
Kristele	f	12
Kristelle	f	153
Kristen	f	271
Kristi	f	22
Kristiana	f	13
Kristie	f	31
Kristin	f	151
Kristina	f	872
Kristine	f	226
Kristy	f	87
Kristyn	f	15
Kristyna	f	22
Krisztina	f	11
Krysta	f	23
Krystal	f	234
Krystale	f	19
Krystel	f	891
Krystele	f	26
Krystell	f	14
Krystelle	f	218
Krysten	f	17
Krystina	f	217
Krystine	f	37
Krystle	f	83
Krystyna	f	24
Ksenia	f	40
Kseniya	f	19
Kubra	f	13
Kyana	f	211
Kyanna	f	60
Kyara	f	125
Kyeve	f	12
Kyla	f	153
Kyle	f	20
Kylee	f	57
Kyleigh	f	11
Kylia	f	12
Kyliane	f	52
Kylianne	f	32
Kylie	f	338
Kym	f	315
Kymberly	f	13
Kyme	f	12
Kyna	f	35
Kyra	f	329
Kyria	f	42
Kyriam	f	12
Labiba	f	11
Lacey	f	47
Ladan	f	12
Lady	f	11
Laela	f	29
Laelia	f	20
Laeticia	f	383
Laeticya	f	12
Laetitia	f	657
Laetycia	f	14
Lafleche	f	14
Lahna	f	14
Laia	f	33
Laiba	f	57
Laika	f	101
Laila	f	486
Laina	f	41
Lakeisha	f	15
Laly	f	25
Lama	f	72
Lamar	f	72
Lamees	f	16
Lamia	f	112
Lamis	f	70
Lamisse	f	16
Lamita	f	17
Lamya	f	19
Lan	f	22
Lana	f	570
Laney	f	19
Lani	f	12
Lanie	f	14
Lanna	f	13
Lany	f	19
Laora	f	16
Lara	f	1096
Laraib	f	14
Larisa	f	30
Larissa	f	140
Laryssa	f	22
Latifa	f	40
Latifah	f	11
Latika	f	11
Latisha	f	20
Latoya	f	37
Laura	f	4103
Laura Alejandra	f	12
Laura Andrea	f	11
Laura Ann	f	15
Laura Anne	f	27
Laura Camila	f	13
Laura Daniela	f	20
Laura Elizabeth	f	12
Laura-Eve	f	29
Lauraine	f	21
Laura-Jeanne	f	19
Laura Kim	f	11
Laura-Kim	f	23
Laura Lee	f	28
Laura-Lee	f	158
Lauralee	f	58
Lauralie	f	857
Laura-Lou	f	11
Lauralou	f	16
Lauraly	f	197
Lauralye	f	11
Laura Maria	f	27
Laura Marie	f	15
Laura Maude	f	20
Laura-Maude	f	26
Laurana	f	39
Laurance	f	59
Laurane	f	85
Lauranne	f	106
Laura-Rose	f	13
Laura Sofia	f	38
Laura Valentina	f	20
Laure	f	275
Laureane	f	23
Laure Anne	f	16
Laure-Anne	f	16
Laureanne	f	119
Laureen	f	17
Laurel	f	38
Laurelie	f	117
Laureline	f	21
Laurelle	f	33
Laure-Lou	f	15
Laurelou	f	15
Laurely	f	13
Lauren	f	750
Laurena	f	12
Laurence	f	11305
Laurene	f	17
Laurette	f	24
Lauri	f	15
Lauria	f	15
Lauriane	f	1094
Lauriann	f	17
Laurianne	f	2094
Laurie	f	8271
Laurie Ann	f	121
Laurie-Ann	f	264
Laurie Anne	f	348
Laurie-Anne	f	541
Laurie Eve	f	53
Laurie-Eve	f	115
Laurie-Jade	f	42
Laurie-Jeanne	f	19
Laurie-Kim	f	16
Laurie Maude	f	15
Laurie-Maude	f	23
Laurie Pier	f	24
Laurie-Pier	f	31
Laurie-Rose	f	19
Laurieve	f	35
Laurina	f	18
Laurine	f	27
Laury	f	723
Lauryane	f	63
Laury Ann	f	42
Laury-Ann	f	134
Lauryann	f	38
Laury Anne	f	19
Laury-Anne	f	45
Lauryanne	f	85
Laurye	f	33
Laury-Eve	f	13
Lauryn	f	45
Lausanne	f	17
Lauviah	f	13
Lavinia	f	35
Lawrence	f	65
Laya	f	57
Layal	f	69
Layan	f	107
Layana	f	24
Layanah	f	12
Layane	f	56
Layka	f	18
Layla	f	1249
Laylah	f	13
Laylou	f	16
Layna	f	60
Laynie	f	11
Layticia	f	12
Lea	f	11108
Leah	f	1281
Leah-Rose	f	26
Lea Jade	f	12
Lea-Jade	f	190
Lea-Jeanne	f	71
Lea Kim	f	17
Lea-Kim	f	234
Leakim	f	70
Lea-Kym	f	44
Leakym	f	20
Lealie	f	12
Lea-Mai	f	12
Lea Marie	f	41
Lea-Marie	f	55
Lea Maude	f	34
Lea-Maude	f	302
Lea-May	f	28
Leana	f	570
Leandra	f	64
Leandre	f	29
Leane	f	1328
Leanie	f	153
Leann	f	123
Leanna	f	225
Leanne	f	2766
Leannie	f	15
Leany	f	36
Lea Rose	f	75
Lea-Rose	f	1241
Learose	f	33
Leaticia	f	27
Leatitia	f	22
Ledia	f	12
Lee	f	75
Leeana	f	15
Lee Ann	f	108
Lee-Ann	f	111
Leeann	f	33
Lee-Anna	f	32
Leeanna	f	13
Lee Anne	f	29
Lee-Anne	f	40
Leela	f	41
Leeloo	f	42
Leelou	f	70
Leen	f	140
Leena	f	95
Leevia	f	20
Leeya	f	13
Leeyah	f	11
Leeza	f	29
Leha	f	12
Lehna	f	16
Leia	f	378
Leigh	f	22
Leigha	f	12
Leika	f	34
Leila	f	1422
Leilah	f	22
Leilani	f	34
Leilou	f	22
Leina	f	51
Leisha	f	13
Leiticia	f	12
Leiya	f	12
Lejla	f	20
Lela	f	16
Lelia	f	115
Lelya	f	13
Lena	f	813
Lena-Rose	f	13
Leni	f	21
Lenie	f	20
Lenka	f	18
Lenna	f	49
Lennie	f	41
Lennon	f	13
Lennox	f	12
Lenny	f	25
Lenora	f	20
Leny	f	13
Leo	f	14
Leona	f	140
Leoni	f	24
Leonie	f	3442
Leonnie	f	33
Leonor	f	18
Leonora	f	24
Leonore	f	32
Leony	f	117
Leora	f	32
Lesley	f	48
Leslie	f	450
Leslie Ann	f	21
Leslie Anne	f	18
Lesly	f	132
Leslye	f	13
Lethicia	f	47
Lethycia	f	28
Leticia	f	419
Leticya	f	19
Letitia	f	28
Letizia	f	33
Letty	f	41
Lettycia	f	20
Letycia	f	51
Levana	f	21
Levina	f	22
Lexa	f	84
Lexane	f	45
Lexanne	f	17
Lexi	f	131
Lexia	f	124
Lexiane	f	19
Lexianne	f	12
Lexie	f	1243
Lexie-Ann	f	17
Lexy	f	167
Lexya	f	21
Lexye	f	12
Leya	f	104
Leyla	f	502
Leyna	f	64
Lhasa	f	12
Lhea	f	13
Li	f	13
Lia	f	462
Liah	f	25
Liam	f	17
Lian	f	27
Liana	f	700
Liane	f	180
Lianna	f	130
Li-Anne	f	12
Lianne	f	129
Lia-Rose	f	12
Liat	f	16
Liba	f	25
Libby	f	57
Liberty	f	21
Licia	f	11
Lida	f	27
Lidia	f	197
Lidya	f	47
Liel	f	13
Lielle	f	19
Liette	f	27
Ligia	f	13
Lila	f	267
Lilah	f	24
Lilas	f	66
Lili	f	500
Lilia	f	620
Lilian	f	110
Liliana	f	266
Liliane	f	813
Lili-Ann	f	29
Liliann	f	20
Lilianna	f	59
Lili Anne	f	14
Lili-Anne	f	74
Lilianne	f	416
Lilie	f	72
Lilie-Rose	f	11
Lili-Jade	f	26
Lili-Jeanne	f	38
Lili-Mai	f	26
Lili-Maude	f	27
Lili-May	f	27
Lili-Pier	f	12
Lili Rose	f	57
Lili-Rose	f	529
Lilirose	f	65
Lilit	f	16
Lilith	f	22
Liliya	f	14
Lillian	f	152
Lilliana	f	17
Lilliane	f	12
Lillie	f	14
Lilly	f	191
Lilly-Ann	f	17
Lilly-Anne	f	12
Lilly-Rose	f	74
Lilou	f	362
Lily	f	1827
Lilya	f	306
Lilyana	f	31
Lilyane	f	87
Lily Ann	f	19
Lily-Ann	f	126
Lilyann	f	39
Lily-Anna	f	20
Lilyanna	f	29
Lily Anne	f	14
Lily-Anne	f	152
Lilyanne	f	98
Lily-Jade	f	100
Lily-Jane	f	19
Lily-Jeanne	f	43
Lily-Mai	f	56
Lily-Maude	f	34
Lily-May	f	49
Lily-Pier	f	15
Lily Rose	f	151
Lily-Rose	f	1720
Lilyrose	f	121
Limar	f	11
Lin	f	28
Lina	f	2291
Linah	f	14
Lina Maria	f	18
Lincey	f	13
Linda	f	740
Lindsay	f	626
Lindsey	f	111
Lindy	f	39
Line	f	266
Linh	f	18
Linna	f	11
Linnea	f	12
Linsay	f	28
Linsey	f	13
Liora	f	88
Lisa	f	1759
Lisa Ann	f	14
Lisa Anne	f	16
Lisabelle	f	13
Lisa Maria	f	15
Lisa Marie	f	382
Lisa-Marie	f	133
Lisandre	f	72
Lisane	f	39
Lisanne	f	150
Lisbeth	f	18
Lise	f	184
Lise Andree	f	19
Lise Anne	f	40
Lisette	f	29
Lisiane	f	23
Lisianne	f	17
Lison	f	99
Lissa	f	81
Lissia	f	13
Liticia	f	22
Liv	f	184
Livia	f	3232
Liviana	f	13
Liviane	f	33
Livianne	f	26
Livia Rose	f	13
Livia-Rose	f	42
Livie	f	31
Livy	f	18
Livya	f	33
Liya	f	86
Liyah	f	23
Liyana	f	39
Liz	f	24
Liza	f	214
Liza Marie	f	19
Lizane	f	11
Lizanne	f	39
Lizbeth	f	18
Lizon	f	11
Lizzie	f	86
Lizzy	f	17
Loana	f	32
Loane	f	45
Loanne	f	15
Lobna	f	13
Loelie	f	29
Loeva	f	23
Logan	f	78
Logane	f	97
Logann	f	11
Loganne	f	24
Loic	f	12
Loica	f	15
Loika	f	46
Lois	f	42
Loise	f	20
Lojain	f	13
Lola	f	310
Lolita	f	32
London	f	24
Loona	f	12
Lora	f	65
Loraine	f	26
Loralee	f	12
Loralie	f	274
Loraly	f	70
Lorane	f	26
Loredana	f	62
Loreena	f	11
Lorelai	f	21
Lorelei	f	51
Lorelie	f	57
Loren	f	18
Lorena	f	156
Lorence	f	21
Lorenza	f	14
Loretta	f	24
Lori	f	330
Loriana	f	14
Loriane	f	286
Lori Ann	f	28
Lori-Ann	f	32
Loriann	f	22
Lori Anne	f	21
Lori-Anne	f	18
Lorianne	f	299
Lorie	f	1054
Lorie Ann	f	13
Lorie-Ann	f	49
Lorie Anne	f	15
Lorie-Anne	f	47
Lorieve	f	14
Lorna	f	42
Lorraine	f	188
Lorrie	f	38
Lorry	f	34
Lorry-Ann	f	12
Lory	f	332
Loryane	f	44
Lory Ann	f	15
Lory-Ann	f	72
Loryann	f	31
Lory Anne	f	11
Lory-Anne	f	15
Loryanne	f	48
Lou	f	566
Louana	f	121
Louane	f	244
Lou Ann	f	25
Lou-Ann	f	146
Louann	f	59
Lou-Anna	f	34
Louanna	f	31
Lou Anne	f	20
Lou-Anne	f	86
Louanne	f	168
Loubna	f	42
Loucy	f	22
Loue	f	11
Louisa	f	232
Louisanne	f	14
Louise	f	701
Louise Andree	f	22
Louise Anne	f	11
Louise Helene	f	12
Louise Josee	f	15
Louise Marie	f	11
Louisiane	f	13
Louison	f	14
Louiza	f	54
Loujain	f	12
Loujaine	f	13
Loujayn	f	14
Loujayne	f	25
Louka	f	41
Loukia	f	16
Loulia	f	14
Louna	f	208
Lourdes	f	19
Louve	f	31
Louvia	f	15
Love	f	16
Lovelie	f	15
Lovely	f	67
Lovia	f	23
Lu	f	13
Lua	f	14
Luana	f	80
Lubna	f	17
Luc	f	11
Luca	f	36
Luce	f	169
Lucia	f	287
Luciana	f	154
Lucianna	f	16
Lucie	f	1256
Lucile	f	41
Lucille	f	71
Lucina	f	16
Lucinda	f	23
Lucy	f	342
Ludivine	f	71
Ludmila	f	25
Ludmilla	f	14
Luisa	f	87
Luisa Fernanda	f	48
Luisa Maria	f	17
Luiza	f	37
Lujain	f	35
Luka	f	23
Luna	f	486
Lune	f	12
Luz	f	11
Lya	f	326
Lyah	f	33
Lyana	f	385
Lyane	f	70
Lyanie	f	11
Lyann	f	30
Lyanna	f	238
Lyanne	f	66
Lya-Rose	f	31
Lycia	f	59
Lydia	f	3159
Lydiane	f	118
Lydianne	f	37
Lydia-Rose	f	20
Lydie	f	88
Lyla	f	117
Lylah	f	11
Lylia	f	180
Lyliane	f	54
Lylianne	f	29
Lylie	f	24
Lylie-Rose	f	11
Lylou	f	97
Lyly	f	15
Lyly-Rose	f	63
Lyn	f	32
Lyna	f	596
Lynda	f	182
Lyndia	f	21
Lyndsay	f	44
Lyndsey	f	19
Lyne	f	508
Lynn	f	203
Lynna	f	11
Lynne	f	38
Lyra	f	30
Lyric	f	12
Lys	f	29
Lysa	f	140
Lysa Marie	f	20
Lysandra	f	12
Lysandre	f	229
Lysane	f	78
Lysann	f	15
Lysanne	f	439
Lyse	f	13
Lysia	f	15
Lysiane	f	133
Lysianne	f	80
Lyson	f	16
Lyssa	f	42
Lyssia	f	24
Lyticia	f	11
Lyv	f	20
Lyvia	f	835
Lyvianne	f	11
Lyvia-Rose	f	17
Lyza	f	28
Lyzanne	f	12
Maayan	f	16
Mabel	f	32
Macarena	f	16
Macey	f	19
Macha	f	120
Mackenzie	f	556
Mackenzy	f	33
Macy	f	47
Madalina	f	49
Maddalena	f	14
Maddie	f	95
Maddison	f	103
Maddy	f	66
Maddyson	f	25
Madelaine	f	36
Madeleine	f	924
Madelie	f	12
Madeline	f	263
Madelyn	f	52
Madelyne	f	30
Madie	f	13
Madiha	f	33
Madina	f	81
Madison	f	1355
Madisson	f	92
Madona	f	13
Madonna	f	15
Mady	f	49
Madyson	f	472
Madysson	f	74
Mady-Sun	f	14
Madysun	f	18
Mae	f	238
Maee	f	17
Maegan	f	55
Maeghan	f	11
Maeka	f	66
Mael	f	41
Maela	f	100
Maelane	f	11
Maele	f	23
Mae-Lee	f	40
Maeli	f	156
Maelia	f	142
Maelie	f	3279
Maelie-Rose	f	18
Maeline	f	13
Maella	f	144
Maelle	f	1261
Maelli	f	13
Maellie	f	89
Maelly	f	316
Maely	f	1357
Maelya	f	99
Maelye	f	50
Maely-Rose	f	14
Maelys	f	238
Maena	f	39
Maera	f	13
Maeva	f	3812
Maeve	f	272
Magalee	f	12
Magali	f	659
Magalie	f	2879
Magally	f	16
Magaly	f	518
Magalye	f	25
Magda	f	34
Magdala	f	16
Magdalena	f	117
Magdalene	f	13
Maggie	f	934
Maggy	f	325
Magie	f	13
Magnolia	f	20
Maguette	f	15
Maguy	f	33
Magy	f	18
Maha	f	166
Mahalia	f	23
Maham	f	26
Mahe	f	48
Mahee	f	639
Mahee-Lee	f	37
Maheen	f	28
Mahek	f	12
Mahe-Lee	f	17
Mahelia	f	15
Mahelie	f	259
Mahely	f	159
Mahera	f	14
Maheva	f	222
Mahi	f	15
Mahika	f	56
Mahily	f	14
Mahima	f	12
Mahina	f	35
Mahira	f	25
Mahnaz	f	12
Mahnoor	f	40
Mahsa	f	26
Mahyka	f	23
Mai	f	58
Maia	f	465
Mai Anh	f	17
Maica	f	16
Maida	f	24
Maigane	f	12
Maika	f	3724
Maila	f	113
Mai Lan	f	11
Mai-Lee	f	21
Mailee	f	32
Maili	f	29
Mailie	f	95
Mailly	f	20
Maily	f	209
Mailya	f	11
Mailys	f	57
Maimouna	f	80
Maimuna	f	11
Maina	f	533
Maira	f	56
Mais	f	13
Maisha	f	56
Maisie	f	22
Maissa	f	127
Maissane	f	35
Maisy	f	20
Maite	f	407
Maitee	f	36
Maithe	f	29
Maithee	f	18
Maiva	f	13
Maiwen	f	12
Maiwenn	f	15
Maiya	f	28
Maja	f	64
Majda	f	39
Majdouline	f	25
Majorie	f	143
Majory	f	18
Makayla	f	233
Makeda	f	18
Makena	f	14
Makenna	f	20
Makenzie	f	53
Malaika	f	185
Malak	f	911
Malake	f	13
Malaurie	f	51
Malaury	f	32
Malaya	f	21
Malayka	f	11
Malek	f	67
Malena	f	55
Malgorzata	f	15
Mali	f	110
Malia	f	243
Maliah	f	17
Malica	f	11
Malicia	f	63
Malicya	f	11
Malie	f	151
Maliha	f	31
Malik	f	11
Malika	f	691
Malina	f	40
Malinda	f	14
Malisa	f	18
Malissa	f	20
Maliya	f	12
Maliyah	f	33
Malka	f	116
Malkie	f	16
Malky	f	140
Mallorie	f	34
Mallory	f	164
Mally	f	15
Malorie	f	538
Malory	f	256
Malou	f	28
Maly	f	42
Malya	f	79
Malycia	f	39
Malyka	f	159
Malyssia	f	12
Mame Diarra	f	33
Mana	f	20
Manahil	f	17
Manal	f	159
Manar	f	103
Mandeep	f	12
Mandeep Kaur	f	15
Mandie	f	16
Mandoline	f	11
Mandy	f	276
Mane	f	13
Manel	f	208
Manessa	f	24
Manha	f	32
Manisha	f	21
Manissa	f	14
Manjot	f	11
Mannat	f	15
Manon	f	1017
Manoucheka	f	14
Manouchka	f	28
Manpreet	f	33
Manpreet Kaur	f	24
Manu	f	19
Manue	f	25
Manuela	f	175
Manuella	f	59
Manuelle	f	57
Maorie	f	16
Mara	f	227
Marah	f	30
Mara-Jade	f	24
Maral	f	28
Maram	f	189
Marame	f	14
Marc	f	21
Marc Andre	f	46
Marc Antoine	f	13
Marcela	f	43
Marceline	f	33
Marcella	f	41
Marcelle	f	67
Marcia	f	59
Marcy	f	16
Marelie	f	18
Mareva	f	17
Margaret	f	189
Margarita	f	118
Margaux	f	283
Margerie	f	16
Margo	f	64
Margot	f	712
Marguerita	f	11
Marguerite	f	1292
Mari	f	19
Maria	f	2936
Maria Alejandra	f	86
Maria-Alejandra	f	11
Maria Alexandra	f	26
Maria-Alexandra	f	12
Maria Andrea	f	15
Maria Angelica	f	11
Maria Antonia	f	11
Maria Belen	f	14
Maria Camila	f	110
Maria-Camila	f	20
Maria Christina	f	21
Maria Clara	f	24
Maria Cristina	f	23
Maria De Los Angeles	f	11
Maria Eduarda	f	16
Maria Elena	f	31
Maria-Elena	f	13
Maria Eugenia	f	12
Maria Fernanda	f	134
Maria-Fernanda	f	16
Maria Gabriela	f	33
Mariah	f	128
Maria Ines	f	11
Maria Isabel	f	43
Maria Isabella	f	17
Maria Jose	f	174
Maria-Jose	f	22
Maria Juliana	f	14
Maria Laura	f	17
Maria Lucia	f	17
Maria Luisa	f	28
Mariam	f	1023
Mariama	f	104
Mariama Cire	f	12
Mariame	f	82
Marian	f	80
Mariana	f	475
Mariane	f	1146
Mariange	f	43
Marianick	f	19
Marianik	f	16
Mariann	f	39
Marianna	f	167
Marianne	f	6893
Mariannick	f	22
Maria Paula	f	62
Maria Rosa	f	11
Maria Sofia	f	17
Maria Teresa	f	23
Maria Valentina	f	16
Maria Victoria	f	31
Maria-Victoria	f	13
Maribel	f	63
Maribelle	f	43
Marica	f	14
Marick	f	14
Maricka	f	11
Marie	f	3217
Marie Aimee	f	13
Marie Alex	f	21
Marie Alexandra	f	25
Marie Alice	f	20
Marie-Alice	f	46
Marie Amelie	f	15
Marie Andre	f	35
Marie Andree	f	1244
Marie-Andree	f	163
Marie Ange	f	122
Marie-Ange	f	317
Marie Anick	f	20
Marie Anik	f	12
