firstname	gender	cnt
Dahlya	f	26
Daiana	f	11
Daina	f	37
Daisy	f	412
Dajana	f	15
Dakota	f	86
Dalal	f	30
Dalhia	f	29
Dali	f	107
Dalia	f	689
Daliah	f	31
Daliane	f	69
Dalianne	f	26
Dalida	f	16
Dalie	f	233
Dalila	f	45
Dalilah	f	12
Daline	f	11
Daly	f	29
Dalya	f	145
Dalyane	f	19
Dalyanne	f	19
Damaris	f	17
Damia	f	26
Damla	f	12
Damya	f	51
Dana	f	521
Danae	f	511
Danaee	f	74
Danaelle	f	88
Dana-Eve	f	21
Danaeve	f	26
Danah	f	23
Danahe	f	46
Danahee	f	72
Danai	f	14
Dani	f	20
Dania	f	366
Danica	f	189
Danick	f	14
Danicka	f	20
Danie	f	49
Daniel	f	46
Daniela	f	640
Daniela Alejandra	f	18
Daniele	f	103
Daniella	f	311
Danielle	f	977
Danijela	f	12
Danika	f	772
Daniya	f	14
Danna	f	77
Dannie	f	23
Danny	f	68
Dannyka	f	15
Dany	f	91
Danya	f	145
Danyka	f	241
Daphnay	f	14
Daphne	f	2466
Daphnee	f	3684
Daphney	f	301
Daphnie	f	11
Dara	f	63
Darcie	f	17
Darcy	f	49
Daria	f	271
Dariana	f	21
Dariane	f	42
Darianne	f	36
Darina	f	29
Darine	f	74
Dariya	f	16
Darla	f	27
Darlene	f	80
Darline	f	41
Darling	f	13
Darquise	f	16
Darya	f	79
Daryane	f	13
Daryna	f	12
Dasha	f	14
Dassine	f	51
Dave	f	14
David	f	72
Davina	f	79
Dawn	f	59
Daya	f	19
Dayana	f	135
Dayanna	f	26
Dayna	f	95
Dea	f	29
Deanna	f	59
Deanne	f	11
Debbie	f	188
Debby	f	76
Debora	f	103
Deborah	f	399
Debra	f	36
Deema	f	17
Deena	f	37
Deidra	f	16
Deidre	f	19
Deirdre	f	20
Deitane	f	15
Delaney	f	25
Delfina	f	14
Delia	f	147
Delilah	f	43
Delina	f	18
Della	f	19
Delphee	f	24
Delphie	f	25
Delphine	f	2593
Delphyne	f	54
Delsa	f	14
Delya	f	15
Demetra	f	25
Demi	f	33
Demitra	f	29
Demy	f	13
Dena	f	24
Denisa	f	27
Denise	f	175
Denisha	f	12
Deniz	f	22
Derek	f	15
Derya	f	19
Desiree	f	144
Desislava	f	13
Desneiges	f	21
Despina	f	73
Destinee	f	33
Destiney	f	12
Destiny	f	199
Deva	f	17
Devan	f	11
Devin	f	13
Devoiry	f	14
Devon	f	25
Devora	f	43
Devorah	f	70
Devorah Leah	f	24
Devyn	f	11
Dhalia	f	13
Dhara	f	11
Di	f	15
Dia	f	21
Diala	f	23
Diana	f	1074
Diana Carolina	f	25
Diana Marcela	f	13
Diana Maria	f	17
Diandra	f	26
Diane	f	447
Dianna	f	32
Dianne	f	29
Diba	f	26
Dieynaba	f	25
Dihia	f	16
Dihya	f	23
Dijana	f	13
Dilan	f	20
Dilara	f	32
Dima	f	94
Dimitra	f	117
Dina	f	569
Dinah	f	38
Dionisia	f	13
Dior	f	11
Disha	f	11
Divina	f	11
Divine	f	79
Divya	f	33
Diya	f	61
Djamila	f	36
Djana	f	11
Djeneba	f	19
Djihane	f	14
Doaa	f	27
Doha	f	74
Doina	f	11
Dolly	f	18
Dolores	f	50
Domenica	f	25
Dominic	f	65
Dominick	f	17
Dominik	f	34
Dominika	f	18
Dominique	f	2154
Dona	f	25
Donia	f	55
Donna	f	117
Donya	f	34
Dora	f	82
Dorcas	f	42
Doreen	f	48
Doress	f	12
Doria	f	26
Doriane	f	229
Dorianne	f	156
Dorina	f	21
Dorine	f	33
Doris	f	86
Dorota	f	16
Dorothe	f	15
Dorothee	f	409
Dorothy	f	90
Dorra	f	28
Dorsa	f	20
Doryane	f	22
Doryanne	f	14
Douaa	f	67
Douae	f	31
Dounia	f	141
Dounya	f	16
Dragana	f	18
Drew	f	16
Dua	f	29
Duaa	f	16
Dulce	f	11
Dulce Maria	f	11
Dunya	f	15
Dyana	f	23
Dylan	f	41
Dylane	f	97
Dylanne	f	17
Dyna	f	52
Ebony	f	20
Ecaterina	f	45
Eda	f	17
Eden	f	361
Edith	f	1017
Edna	f	26
Edwidge	f	12
Edwige	f	14
Edwina	f	19
Edwine	f	11
Eesha	f	16
Effie	f	36
Effy	f	14
Eftihia	f	11
Eglantine	f	12
Eileen	f	74
Ekaterina	f	145
Ekaterini	f	39
Ela	f	42
Elaha	f	19
Elaina	f	66
Elaine	f	374
Elaisa	f	18
Elana	f	59
Elanie	f	15
Elaura	f	35
Elayna	f	15
Elda	f	15
Elea	f	157
Eleana	f	75
Eleane	f	40
Eleanna	f	15
Eleanne	f	12
Eleanor	f	284
Eleanore	f	124
Electra	f	12
Eleftheria	f	23
Elektra	f	18
Elen	f	21
Elena	f	1853
Elene	f	26
Eleni	f	165
Elenie	f	24
Elenna	f	17
Eleny	f	13
Eleonie	f	16
Eleonor	f	63
Eleonora	f	41
Eleonore	f	1536
Elfee	f	22
Elfie	f	11
Elham	f	21
Eli	f	27
Elia	f	424
Eliakim	f	12
Eliana	f	740
Eliane	f	3328
Elianna	f	125
Eli-Anne	f	13
Elianne	f	526
Elia-Rose	f	14
Elicia	f	46
Elie	f	692
Elie-Ann	f	27
Elie Anne	f	23
Elie-Anne	f	52
Elie-Jade	f	54
Elie-Maude	f	11
Elie-Rose	f	114
Elif	f	58
Elijade	f	11
Elijah	f	11
Elika	f	44
Elikya	f	14
Elin	f	23
Elina	f	278
Eline	f	91
Elinor	f	31
Eliora	f	30
Eli-Rose	f	14
Elirose	f	15
Elisa	f	863
Elisabel	f	14
Elisabelle	f	68
Elisabeth	f	4135
Elisabetta	f	28
Elisane	f	11
Elisanne	f	23
Elisapee	f	16
Elisapi	f	38
Elisapie	f	29
Elise	f	2062
Elisee	f	13
Elisha	f	71
Elisheva	f	30
Elisia	f	17
Elissa	f	297
Elissar	f	12
Elissia	f	18
Eliya	f	16
Eliyah	f	15
Eliza	f	333
Elizabel	f	19
Elizabelle	f	37
Elizabet	f	14
Elizabeth	f	6762
Elizabeth Ann	f	24
Elizabeth Anne	f	11
Elizaveta	f	71
Elize	f	11
Elka	f	18
Ella	f	1047
Ella Grace	f	11
Ellana	f	12
Ella Rose	f	22
Ella-Rose	f	24
Elle	f	52
Ellen	f	88
Ellena	f	21
Elli	f	20
Ellia	f	44
Elliana	f	36
Elliane	f	13
Ellie	f	1278
Ellie-Anne	f	15
Ellie-Jade	f	19
Ellie Rose	f	12
Ellie-Rose	f	38
Ellora	f	13
Elly	f	208
Ellya	f	13
Elly-Ann	f	13
Elly-Anne	f	12
Ellye	f	12
Elly-Jade	f	14
Elly-Rose	f	23
Elma	f	33
Elmira	f	13
Elnaz	f	16
Eloane	f	47
Elodia	f	19
Elodie	f	5291
Elody	f	477
Elodye	f	28
Eloise	f	3242
Eloize	f	61
Elona	f	16
Elora	f	219
Elorah	f	16
Elorie	f	61
Eloyse	f	14
Elsa	f	1040
Elsie	f	250
Elssa	f	14
Elsy	f	44
Elvira	f	42
Ely	f	132
Elya	f	178
Elyana	f	200
Elyane	f	475
Ely-Ann	f	79
Elyann	f	67
Ely-Anna	f	19
Elyanna	f	94
Ely-Anne	f	20
Elyanne	f	187
Elya-Rose	f	12
Elycia	f	37
Elye	f	23
Ely-Jade	f	52
Elyjade	f	12
Elyka	f	16
Elyna	f	53
Elyne	f	36
Ely-Rose	f	108
Elyrose	f	85
Elysa	f	140
Elysabelle	f	23
Elysabeth	f	156
Elysane	f	11
Elysanne	f	19
Elyse	f	1005
Elysee	f	20
Elysha	f	11
Elysia	f	40
Elyssa	f	260
Elyssia	f	39
Elyza	f	45
Elyzabeth	f	166
Elza	f	77
Ema	f	259
Emaan	f	29
Emaelle	f	16
Emalie	f	13
Emaly	f	17
Eman	f	36
Emanuela	f	41
Emanuele	f	13
Emanuella	f	27
Emanuelle	f	362
Ema-Rose	f	29
Ember	f	16
Emelia	f	26
Emelie	f	269
Emeline	f	66
Emely	f	48
Emelyne	f	20
Emerald	f	16
Emeraude	f	199
Emerson	f	19
Emery	f	28
Emi	f	65
Emia	f	13
Emie	f	735
Emie-Rose	f	13
Emile	f	45
Emilee	f	16
Emili	f	22
Emilia	f	741
Emiliana	f	28
Emiliane	f	34
Emilianne	f	18
Emilie	f	17176
Emilie Anne	f	33
Emilie-Anne	f	17
Emilie Jade	f	12
Emilienne	f	12
Emilie Rose	f	26
Emilie-Rose	f	75
Emillie	f	15
Emilly	f	22
Emilou	f	12
Emily	f	3663
Emilya	f	34
Emily Ann	f	20
Emily-Ann	f	16
Emily Anne	f	14
Emilye	f	26
Emily Marie	f	11
Emily Rose	f	24
Emily-Rose	f	48
Emina	f	35
Emine	f	17
Emira	f	11
Emma	f	9460
Emmaelle	f	16
Emma-Eve	f	15
Emma-Jade	f	20
Emma Jane	f	14
Emma-Jeanne	f	11
Emma Lee	f	13
Emma-Lee	f	31
Emmalee	f	20
Emmalie	f	19
Emma Maria	f	17
Emmanuel	f	39
Emmanuela	f	77
Emmanuella	f	187
Emmanuelle	f	3058
Emma Rose	f	120
Emma-Rose	f	625
Emma Sofia	f	23
Emma Victoria	f	11
Emmeline	f	24
Emmeraude	f	12
Emmi	f	12
Emmie	f	190
Emmy	f	1547
Emmylou	f	20
Emmy-Rose	f	40
Emna	f	88
Emy	f	4061
Emya	f	20
Emy-Ann	f	18
Emye	f	20
Emy Jade	f	18
Emy-Jade	f	182
Emy-Lee	f	47
Emylee	f	15
Emylia	f	75
Emyliane	f	15
Emylianne	f	16
Emylie	f	160
Emylou	f	21
Emy Rose	f	21
Emy-Rose	f	309
Emyrose	f	25
Ena	f	29
Engy	f	12
Enola	f	52
Enora	f	93
Enrica	f	11
Enrika	f	36
Enya	f	146
Enza	f	25
Eolie	f	11
Era	f	11
Eric	f	39
Erica	f	791
Ericka	f	215
Erika	f	3081
Erin	f	415
Erina	f	13
Erline	f	12
Eryka	f	125
Eryn	f	19
Esha	f	20
Eshaal	f	20
Eshal	f	25
Esma	f	36
Esmay	f	15
Esme	f	82
Esmee	f	124
Esmeralda	f	91
Esperance	f	40
Esperanza	f	21
Esra	f	31
Esraa	f	22
Essia	f	11
Estee	f	12
Estefania	f	49
Estel	f	23
Estela	f	15
Estella	f	29
Estelle	f	1366
Ester	f	71
Estera	f	13
Esthel	f	17
Esther	f	1337
Estrella	f	23
Esty	f	30
Ethel	f	22
Etia	f	12
Etienne	f	46
Etty	f	27
Eugenelle	f	34
Eugenette	f	16
Eugenia	f	82
Eugenie	f	845
Eulalie	f	29
Eunice	f	107
Eva	f	4589
Evaelle	f	57
Eva-Lee	f	18
Evalie	f	58
Evaly	f	38
Eva Maria	f	26
Eva-Maria	f	22
Eva Marie	f	18
Eva-Marie	f	12
Eva-Maude	f	48
Evan	f	16
Evana	f	46
Evane	f	14
Evangelia	f	78
Evangelina	f	29
Evangeline	f	175
Evangelyne	f	12
Evanie	f	35
Evanna	f	26
Evanthia	f	26
Evany	f	40
Eva Rose	f	56
Eva-Rose	f	325
Evarose	f	20
Eva Sofia	f	11
Evdokia	f	12
Eve	f	5249
Eve Catherine	f	11
Eve-Laurie	f	19
Evelin	f	13
Evelina	f	92
Eve Line	f	14
Eveline	f	246
Evely	f	25
Evelyn	f	577
Eve Lyne	f	73
Eve-Lyne	f	37
Evelyne	f	2548
Evelynn	f	33
Eve Marie	f	264
Eve-Marie	f	511
Everleigh	f	20
Everly	f	137
Eve-Sophie	f	20
Evgenia	f	19
Evie	f	94
Evita	f	14
Evlyn	f	16
Evlyne	f	13
Evodie	f	13
Evy	f	107
Ewa	f	20
Exaucee	f	12
Eya	f	130
Eza	f	11
Ezra	f	21
Fabiana	f	54
Fabie	f	32
Fabienne	f	200
Fabiola	f	170
Fabrice	f	46
Fadi	f	22
Fadia	f	32
Fadila	f	18
Fadima	f	11
Fadoua	f	11
Fadwa	f	32
Fady	f	12
Fae	f	14
Fahima	f	24
Fahmida	f	11
Faiga	f	16
Faigy	f	153
Fairouz	f	16
Faith	f	278
Faiza	f	66
Fallon	f	46
Fallone	f	11
Falonne	f	11
Fama	f	14
Fania	f	13
Fanie	f	181
Fannie	f	769
Fanny	f	2800
Fanta	f	61
Fany	f	208
Fara	f	13
Farah	f	485
Farahnaz	f	19
Farhana	f	25
Farheen	f	13
Faria	f	18
Farida	f	85
Fariha	f	27
Farkhunda	f	17
Farrah	f	71
Farzana	f	49
Fatema	f	60
Fatemeh	f	36
Faten	f	37
Fathima	f	16
Fatiha	f	34
Fatim	f	13
Fatima	f	949
Fatima Azzahra	f	13
Fatima Ezzahra	f	32
Fatimah	f	49
Fatimata	f	31
Fatimatou	f	19
Fatima Zahra	f	122
Fatima-Zahra	f	67
Fatima Zahrae	f	13
Fatima Zohra	f	36
Fatima-Zohra	f	14
Fatime	f	26
Fatine	f	25
Fatma	f	164
Fatma Zohra	f	11
Fatme	f	43
Fatou	f	85
Fatou Kine	f	13
Fatouma	f	13
Fatoumata	f	206
Fatoumata Binta	f	33
Faustine	f	20
Fauve	f	60
Fay	f	175
Faye	f	91
Federica	f	16
Fee	f	42
Fee-Lycia	f	11
Fei	f	11
Feigy	f	12
Felicia	f	1195
Felicie	f	69
Felicite	f	49
Felicity	f	39
Felicya	f	33
Felie	f	16
Felisha	f	22
Felix	f	30
Felixe	f	156
Felixia	f	22
Fella	f	15
Felycia	f	97
Feriel	f	102
Fernanda	f	59
Fey	f	12
Fidji	f	28
Fidjie	f	13
Filomena	f	21
Finley	f	23
Fiona	f	405
Fiorella	f	40
Firdaous	f	24
Firdaws	f	26
Fiza	f	19
Flavia	f	58
Flavie	f	2521
Flavy	f	33
Flechane	f	11
Flechanne	f	13
Flechelle	f	51
Flechere	f	51
Fleur	f	56
Flora	f	451
Floralie	f	181
Florance	f	115
Florane	f	52
Floranne	f	44
Flore	f	171
Florence	f	10114
Florencia	f	33
Florentine	f	18
Floriane	f	186
Florianne	f	104
Florie	f	70
Florine	f	16
Fotini	f	31
Fradel	f	24
Frady	f	18
Fraida	f	12
Fraidy	f	29
Franca	f	27
France	f	541
Frances	f	54
Francesca	f	743
Franceska	f	131
Franchesca	f	49
Francheska	f	75
Francia	f	20
Francine	f	152
Francis	f	60
Francisca	f	100
Franciska	f	19
Francois	f	33
Francoise	f	229
Frankie	f	22
Frederic	f	61
Frederica	f	20
Frederick	f	74
Fredericke	f	67
Frederik	f	97
Frederika	f	43
Frederike	f	290
Frederique	f	4573
Frederyke	f	30
Frederyque	f	11
Freeda	f	12
Freida	f	15
Freshta	f	18
Freya	f	77
Freyja	f	11
Frida	f	71
Frieda	f	19
Frimet	f	11
Frimy	f	33
Furaha	f	16
Gabie	f	22
Gabriel	f	108
Gabriela	f	659
Gabriele	f	143
Gabriella	f	1280
Gabrielle	f	12873
Gabrielle Anne	f	18
Gabrielle-Anne	f	22
Gabryele	f	13
Gabryelle	f	129
Gaby	f	90
Gacia	f	16
Gael	f	67
Gaele	f	24
Gaelle	f	772
Gaetane	f	23
Gagandeep	f	12
Gaia	f	151
Gail	f	29
Gala	f	14
Galadriel	f	21
Galadrielle	f	14
Galia	f	25
Galina	f	17
Ganna	f	14
Garance	f	33
Garine	f	14
Gassia	f	13
Gaya	f	22
Gayle	f	20
Geena	f	12
Gemma	f	148
Gena	f	13
Genesis	f	75
Geneva	f	30
Geneve	f	66
Genevieve	f	12792
Genna	f	16
Genny	f	19
Gentiane	f	18
Georgette	f	33
Georgia	f	308
Georgiana	f	18
Georgie	f	12
Georgina	f	56
Geraldine	f	206
Gergana	f	11
Germaine	f	14
Gertrude	f	11
Gessica	f	26
Ghada	f	35
Ghadeer	f	13
Ghadir	f	24
Ghalia	f	45
Ghazal	f	50
Ghena	f	12
Ghina	f	27
Ghislaine	f	43
Ghita	f	235
Ghizlane	f	26
Ghyslaine	f	13
Gia	f	98
Giada	f	73
Gianna	f	100
Gifty	f	11
Gilda	f	12
Gillian	f	78
Gina	f	242
Ginette	f	60
Ginger	f	22
Ginny	f	11
Gioia	f	26
Giovanna	f	108
Gisela	f	13
Gisele	f	220
Giselle	f	81
Gitane	f	14
Gittel	f	34
Gitty	f	119
Giulia	f	255
Giuliana	f	132
Giulianna	f	14
Giuseppina	f	72
Gladys	f	63
Glenda	f	21
Gloria	f	469
Glorianne	f	15
Glory	f	19
Glorya	f	11
Golda	f	17
Goldie	f	32
Goldy	f	72
Grace	f	737
Grace Divine	f	16
Gracia	f	45
Gracie	f	42
Graciela	f	26
Gracielle	f	24
Gracy	f	12
Graziella	f	22
Grecia	f	11
Greta	f	36
Guadalupe	f	22
Guenievre	f	11
Guerline	f	19
Guila	f	14
Guillaume	f	45
Gurleen	f	33
Gurleen Kaur	f	14
Gurpreet	f	18
Guyanne	f	21
Guylaine	f	415
Guylene	f	13
Gwen	f	26
Gwenaelle	f	43
Gwendoline	f	28
Gwendolyn	f	36
Gwendolyne	f	13
Gwyneth	f	15
Habiba	f	54
Haby	f	11
Hadassa	f	61
Hadassah	f	43
Hadeel	f	25
Hadia	f	67
Hadiatou	f	15
Hadil	f	55
Hadiya	f	15
Hadjar	f	16
Hadjer	f	69
Hadley	f	18
Hafsa	f	203
Hafsah	f	20
Hafssa	f	25
Haidy	f	11
Haifa	f	13
Hailee	f	24
Hailey	f	612
Hailie	f	76
Haily	f	46
Hajar	f	342
Hajer	f	37
Hajra	f	13
Hajrah	f	11
Hala	f	172
Haleema	f	14
Haley	f	212
Halima	f	84
Halimatou	f	16
Halle	f	17
Hallie	f	23
Hally	f	20
Hamida	f	12
Hamna	f	20
Han	f	20
Hana	f	305
Hanaa	f	56
Hanae	f	96
Hanah	f	11
Hanan	f	48
Hanane	f	95
Haneen	f	29
Hani	f	13
Hania	f	42
Hanifa	f	19
Hanin	f	19
Hanine	f	29
Haniya	f	30
Hanna	f	305
Hannah	f	872
Haoua	f	14
Hareem	f	17
Harini	f	12
Harleen	f	18
Harleen Kaur	f	17
Harley	f	44
Harlow	f	19
Harmonie	f	46
Harmony	f	69
Harper	f	55
Harpreet	f	26
Harriet	f	29
Hasna	f	28
Hasnaa	f	11
Hassina	f	13
Hasti	f	15
Hatice	f	30
Havana	f	13
Haven	f	12
Hawa	f	101
Hawraa	f	18
Haya	f	67
Hayat	f	22
Hayden	f	60
Haylee	f	103
Hayley	f	173
Haylie	f	130
Hazal	f	13
Hazel	f	137
Heather	f	230
Heaven	f	36
Heavenly	f	21
Heba	f	81
Heena	f	18
Heidi	f	998
Heidie	f	19
Heidy	f	118
Helen	f	258
Helena	f	584
Helene	f	1643
Helia	f	47
Helin	f	13
Helina	f	11
Hellen	f	20
Helly	f	13
Heloise	f	530
Helsa	f	26
Hemi	f	14
Hemy	f	14
Hend	f	15
Henna	f	12
Henny	f	29
Henriette	f	32
Hera	f	22
Hermione	f	16
Hiba	f	616
Hibah	f	15
Hibat Allah	f	12
Hidaya	f	44
Hila	f	22
Hilal	f	15
Hilarie	f	11
Hilary	f	80
Hilda	f	28
Hillary	f	63
Hina	f	38
Hind	f	170
Hinda	f	28
Hindy	f	84
Hira	f	23
Hoang	f	12
Hoda	f	40
Hodan	f	11
Hodaya	f	13
Hollie	f	32
Holly	f	278
Holy	f	15
Honey	f	14
Honorine	f	13
Hope	f	288
Hortense	f	33
Hosanna	f	15
Houda	f	129
Houria	f	24
Huda	f	53
Hugo	f	11
Huguette	f	15
Huma	f	19
Humaira	f	15
Hunter	f	17
Husna	f	24
Iana	f	31
Ibtihal	f	16
Ibtissam	f	40
Ibtissem	f	31
Ichrak	f	20
Ida	f	63
Idil	f	11
Idy	f	16
Ihsan	f	12
Ihsane	f	18
Ihssane	f	23
Ikhlas	f	18
Ikram	f	187
Ikrame	f	35
Ila	f	11
Ilaf	f	16
Ilana	f	97
Ilaria	f	17
Ileana	f	29
Ilef	f	30
Ilham	f	35
Ilhem	f	15
Iliana	f	111
Ilina	f	15
Ilinca	f	34
Ilona	f	60
Ilyana	f	77
Ima	f	38
Imaan	f	19
Iman	f	165
Imane	f	628
Imani	f	57
Imany	f	13
Imelda	f	13
Imen	f	75
Imene	f	224
Imogen	f	14
Ina	f	48
Inaaya	f	21
Inara	f	26
Inas	f	108
Inass	f	69
Inasse	f	24
Inaya	f	92
Inayah	f	12
India	f	146
Indiana	f	23
Indira	f	24
Indra	f	11
Indya	f	22
Ines	f	1229
Iness	f	89
Inesse	f	17
Inga	f	15
Ingrid	f	294
Inna	f	15
Insaf	f	24
Ioana	f	111
Ioanna	f	83
Iona	f	24
Ioulia	f	21
Iqra	f	52
Ira	f	11
Ireland	f	12
Irem	f	11
Irena	f	33
Irene	f	263
Irina	f	178
Irini	f	25
Iris	f	465
Irma	f	36
Iryna	f	20
Isa	f	38
Isabeau	f	23
Isabel	f	529
Isabela	f	101
Isabella	f	1535
Isabella Maria	f	11
Isabella Rose	f	12
Isabelle	f	12129
Isabelle Anne	f	11
Isadora	f	106
Isa-Eve	f	12
Isalie	f	24
Isaura	f	12
Isaure	f	13
Iseult	f	20
Isha	f	61
Isidora	f	15
Isis	f	72
Isla	f	129
Islam	f	17
Islande	f	11
Islem	f	11
Ismaelle	f	21
Isobel	f	24
Isra	f	81
Israa	f	164
Israe	f	64
Issa	f	14
Issra	f	17
Itzel	f	24
Iulia	f	64
Iuliana	f	14
Iva	f	27
Ivana	f	172
Ivanie	f	31
Ivanka	f	24
Ivanna	f	46
Ivona	f	20
Ivy	f	401
Iza	f	15
Izabel	f	35
Izabela	f	22
Izabella	f	58
Izabelle	f	20
Izadora	f	11
Izia	f	14
Izza	f	16
Jacinte	f	11
Jacinthe	f	1247
Jackeline	f	12
Jackie	f	197
Jacklyn	f	31
Jacky	f	42
Jaclyn	f	66
Jacob	f	20
Jacqueline	f	401
Jacynte	f	12
Jacynthe	f	520
Jada	f	83
Jade	f	10116
Jade Audrey	f	11
Jadelie	f	12
Jaden	f	13
Jadyn	f	11
Jadzia	f	23
Jael	f	72
Jaelle	f	218
Jahel	f	17
Jaida	f	23
Jaime	f	51
Jaimee	f	14
Jaimie	f	56
Jaimy	f	13
Jaina	f	22
Jakie	f	11
Jalila	f	15
James	f	19
Jamie	f	472
Jamie Lee	f	70
Jamie-Lee	f	42
Jamie Lynn	f	12
Jamila	f	66
Jamy	f	12
Jana	f	561
Janan	f	12
Janani	f	17
Janat	f	12
Jane	f	362
Janel	f	28
Janelle	f	205
Janessa	f	49
Janet	f	86
Janette	f	19
Jani	f	36
Janic	f	34
Janice	f	155
Janick	f	358
Janie	f	1757
Janie Claude	f	13
Janik	f	127
Janika	f	75
Janina	f	24
Janine	f	43
Janique	f	84
Janis	f	97
Janna	f	117
Jannah	f	41
Jannat	f	128
Jannate	f	33
Janne	f	36
Jannick	f	73
Jannie	f	138
Jannik	f	13
Janny	f	110
Janou	f	13
Jany	f	259
Janyck	f	12
Janyka	f	17
Jaqueline	f	17
Jasleen	f	40
Jasleen Kaur	f	19
Jasmeen	f	15
Jasmeen Kaur	f	12
Jasmin	f	102
Jasmina	f	45
Jasmine	f	4350
Jasmyn	f	14
Jasmyne	f	106
Jason	f	25
Jaspreet	f	23
Jaspreet Kaur	f	14
Javeria	f	11
Javiera	f	20
Jaya	f	34
Jaycee	f	11
Jayda	f	60
Jayde	f	37
Jayden	f	26
Jayla	f	46
Jaylah	f	11
Jayme	f	26
Jaymee	f	15
Jaymie	f	59
Jayna	f	33
Jayne	f	28
Jazmin	f	35
Jazmine	f	93
Jazmyn	f	15
Jazz	f	18
Jean	f	25
Jeane	f	16
Jeanette	f	13
Jean Francois	f	22
Jeanie	f	30
Jeanine	f	16
Jeanna	f	13
Jeanne	f	3662
Jeanne Marie	f	11
Jeannette	f	42
Jeannie	f	168
Jeannine	f	22
Jeanny	f	26
Jean Philippe	f	24
Jeffrey	f	13
Jelena	f	50
Jemima	f	87
Jemina	f	17
Jemma	f	29
Jena	f	39
Jenelle	f	13
Jenessa	f	24
Jenevieve	f	21
Jenifael	f	13
Jenifer	f	108
Jenika	f	14
Jenisha	f	11
Jenna	f	552
Jennah	f	24
Jennefer	f	40
Jennica	f	17
Jennie	f	187
Jennifer	f	6007
Jennifer Ann	f	30
Jennifer Anne	f	17
Jennifer Lee	f	15
Jennifer Lynn	f	20
Jennika	f	17
Jennilee	f	14
Jennily	f	15
Jenny	f	1331
Jennyfer	f	624
Jennyka	f	26
Jenny Lee	f	62
Jenny-Lee	f	44
Jennylee	f	22
Jennylie	f	12
Jenyfer	f	33
Jeremie	f	44
Jeremy	f	29
Jerica	f	16
Jerika	f	11
Jerome	f	11
Jersey	f	20
Jerusha	f	11
Jesabel	f	13
Jesica	f	28
Jesika	f	14
Jessa	f	26
Jesse	f	68
Jesseca	f	22
Jessey	f	15
Jessi	f	22
Jessica	f	16829
Jessica A	f	14
Jessica Ann	f	27
Jessica Anne	f	24
Jessica L	f	15
Jessica Lee	f	21
Jessica Lynn	f	25
Jessica M	f	15
Jessica Maria	f	18
Jessica Marie	f	28
Jessica Rose	f	12
Jessie	f	1816
Jessie Ann	f	22
Jessie Anne	f	19
Jessie-Anne	f	11
Jessika	f	1238
Jessy	f	940
Jessy Ann	f	12
Jessy-Ann	f	14
Jessyca	f	497
Jessye	f	34
Jessyka	f	324
Jewel	f	26
Jezabel	f	99
Jezabelle	f	18
Jhade	f	16
Jia	f	24
Jia Qi	f	14
Jiaqi	f	16
Jia Xin	f	11
Jia Yi	f	24
Jiayi	f	45
Jia Ying	f	11
Jiayue	f	11
Jida	f	11
Jie	f	12
Jihad	f	11
Jihan	f	11
Jihane	f	134
Jill	f	62
Jillian	f	172
Jimena	f	31
Jimmy	f	11
Jin	f	19
Jina	f	18
Jinan	f	32
Jinane	f	61
Jing	f	39
Jing Yi	f	15
Jingyi	f	13
Jinny	f	178
Jiya	f	25
Joalie	f	37
Joaly	f	13
Joan	f	53
Joana	f	83
Joane	f	33
Joani	f	27
Joanick	f	18
Joanie	f	5264
Jo Ann	f	14
Joanna	f	393
Jo Anne	f	18
Joanne	f	249
Jo Annie	f	196
Jo-Annie	f	43
Joannie	f	2386
Jo Anny	f	19
Joanny	f	216
Jo Any	f	12
Joany	f	431
Jocelyn	f	42
Jocelyne	f	157
Jodi	f	40
Jodie	f	75
Jody	f	73
Joe	f	14
Joee	f	14
Joel	f	26
Joele	f	15
Joelie	f	24
Joella	f	19
Joelle	f	2292
Joellie	f	22
Joelly	f	16
Joely	f	16
Joemie	f	16
Joeve	f	30
Joey	f	47
Johana	f	35
Johane	f	28
Johanie	f	521
Johanna	f	246
Johanne	f	521
Johannie	f	601
Johanny	f	88
Johany	f	87
Jolaine	f	97
Jolane	f	22
Jolene	f	177
Jolia	f	12
Joliane	f	288
Joliann	f	11
Jolianne	f	301
Jolie	f	55
Jolie-Ann	f	11
Jolie-Anne	f	29
Jolina	f	16
Joline	f	24
Jolyane	f	463
Joly-Ann	f	35
Jolyann	f	59
Joly-Anne	f	16
Jolyanne	f	205
Jolyne	f	15
Jomana	f	18
Jonathan	f	108
Joni	f	15
Jood	f	12
Jorane	f	63
Jordan	f	147
Jordana	f	89
Jordane	f	356
Jordann	f	11
Jordanna	f	17
Jordanne	f	77
Jordyn	f	74
Jorja	f	11
Jory	f	11
Jose	f	90
Joseane	f	19
Joseanne	f	34
Josee	f	2625
Josee Ann	f	42
Josee Anne	f	190
Josee-Anne	f	32
Josefina	f	15
Joseline	f	12
Josephine	f	438
Josette	f	20
Joshua	f	15
Josiane	f	2060
Josiann	f	13
Josianne	f	2066
Josie	f	100
Josie Ann	f	18
Josie Anne	f	38
Josie-Anne	f	18
Josyane	f	151
Josy Ann	f	14
Josy-Ann	f	11
Josyann	f	16
Josy Anne	f	12
Josyanne	f	102
Joud	f	60
Joude	f	12
Joudi	f	35
Joudia	f	47
Joudy	f	32
Joudya	f	12
Joumana	f	40
